objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
156,新店區,地區醫院,天主教耕莘醫療財團法人耕莘醫院安康院區,新北市新店區德安里19鄰車子路15號,,,300948.65000000,2760773.23000000,2024-12-26 09:28:17.233000
157,新店區,地區醫院,同仁醫院,新北市新店區江陵里1鄰民權路89號,02-29170201,,304290.72000000,2763971.81000000,2024-12-26 09:28:17.233000
158,新店區,地區醫院,宏慈療養院,新北市新店區雙城里29鄰安泰路157號,02-22151177,,299311.45000000,2759061.70000000,2024-12-26 09:28:17.233000
159,新店區,地區醫院,怡濟慈園醫療社團法人宏濟神經精神科醫院,新北市新店區公崙里22鄰安忠路57巷5號,02-22118899,,301911.45000000,2761318.22000000,2024-12-26 09:28:17.233000
160,新店區,地區醫院,新北仁康醫院,新北市新店區德安里24鄰安康路二段323號,02-22152345,,300471.41000000,2760952.20000000,2024-12-26 09:28:17.233000
161,新店區,地區醫院,豐榮醫院,新北市新店區安昌里1鄰安德街26巷3號B棟,02-22122111,,301630.06000000,2761817.41000000,2024-12-26 09:28:17.233000
162,新莊區,地區醫院,大順醫院,新北市新莊區興漢里7鄰中正路215號,02-29911726,,295526.91000000,2769809.52000000,2024-12-26 09:28:17.233000
163,新莊區,地區醫院,益民醫院,新北市新莊區恆安里3鄰中港路127號,02-89911050,,295933.89000000,2770297.89000000,2024-12-26 09:28:17.233000
164,新莊區,地區醫院,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,新北市新莊區瓊林里9鄰瓊林路100巷27號,02-22015222,,294702.35000000,2768836.82000000,2024-12-26 09:28:17.233000
165,新莊區,地區醫院,新仁醫療社團法人新仁醫院,新北市新莊區海山里19鄰中正路395號,02-22017212,,294959.57000000,2769666.95000000,2024-12-26 09:28:17.233000
166,新莊區,地區醫院,新泰綜合醫院,新北市新莊區西盛里3鄰新樹路176號,02-29962121,,293830.16000000,2768231.87000000,2024-12-26 09:28:17.233000
167,新莊區,地區醫院,新莊英仁醫院,新北市新莊區文德里9鄰大觀街46-2號,02-29916363,,295801.44000000,2769820.55000000,2024-12-26 09:28:17.233000
168,新莊區,地區醫院,衛生福利部樂生療養院舊院區,新北市新莊區雙鳳里5鄰中正路794號,02-82006600,,291277.87000000,2768439.65000000,2024-12-26 09:28:17.233000
169,瑞芳區,地區醫院,瑞芳礦工醫院,新北市瑞芳區龍川里2鄰一坑路71-2號,02-24974101,,330900.33000000,2778044.71000000,2024-12-26 09:28:17.233000
170,樹林區,地區醫院,仁愛醫院,新北市樹林區樹南里1鄰文化街9號,02-26834567,,292399.41000000,2764414.18000000,2024-12-26 09:28:17.233000
171,鶯歌區,地區醫院,名恩療養院,新北市鶯歌區鳳福里25鄰鶯桃路二段62號,02-26701092,,282800.93000000,2762858.56000000,2024-12-26 09:28:17.233000
172,三重區,完全中學,市立三重高中,新北市三重區光明里19鄰集美街212號,02-29760501,,299587.98000000,2771926.11000000,2024-12-26 09:28:17.233000
173,三峽區,完全中學,市立北大高中,新北市三峽區龍學里37鄰大義路277號,02-26742666,,287979.79000000,2760137.63000000,2024-12-26 09:28:17.233000
174,三峽區,完全中學,市立明德高中,新北市三峽區大埔里14鄰中正路二段399號,02-26723302,,286761.00000000,2755518.42000000,2024-12-26 09:28:17.233000
175,土城區,完全中學,市立清水高中,新北市土城區永富里23鄰明德路一段72號,02-22707801,,296975.85000000,2763865.54000000,2024-12-26 09:28:17.233000
176,土城區,完全中學,私立裕德高中,新北市土城區日和里9鄰擺接堡路1號,02-82617889,,294377.67000000,2763963.12000000,2024-12-26 09:28:17.233000
177,土城區,完全中學,私立福瑞斯特高中,新北市土城區員仁里22鄰城林路2號,02-22693641,,294163.12000000,2763149.36000000,2024-12-26 09:28:17.233000
178,中和區,完全中學,市立錦和高中,新北市中和區錦中里9鄰錦和路163號,02-22498566,,299573.63000000,2765041.18000000,2024-12-26 09:28:17.233000
179,中和區,完全中學,私立竹林高中,新北市中和區華新里27鄰華新街143巷12號,02-29422128,,301085.16000000,2763649.76000000,2024-12-26 09:28:17.233000
180,中和區,完全中學,私立南山高中,新北市中和區枋寮里19鄰廣福路41號,02-22453000,,300817.71000000,2766051.69000000,2024-12-26 09:28:17.233000
181,永和區,完全中學,市立永平高中,新北市永和區保安里1鄰永平路205號,02-22319670,,301336.82000000,2767065.04000000,2024-12-26 09:28:17.233000
182,石碇區,完全中學,市立石碇高中,新北市石碇區隆盛里12鄰八分寮45號,02-26631224,,314857.55000000,2767342.99000000,2024-12-26 09:28:17.233000
183,汐止區,完全中學,市立秀峰高中,新北市汐止區秀峰里23鄰忠孝東路201號,02-26412134,,316594.46000000,2773210.44000000,2024-12-26 09:28:17.233000
184,汐止區,完全中學,市立樟樹國際實創高中,新北市汐止區忠孝里1鄰樟樹二路135號,02-26430686,,314549.06000000,2773199.41000000,2024-12-26 09:28:17.233000
185,汐止區,完全中學,市立樟樹實中,新北市汐止區忠孝里1鄰樟樹二路135號,02-26430686,,314537.93000000,2773221.56000000,2024-12-26 09:28:17.233000
186,林口區,完全中學,私立康橋國際學校林口校區,新北市林口區西林里34鄰興林路55號,02-26015888,,289315.19000000,2774103.76000000,2024-12-26 09:28:17.233000
187,板橋區,完全中學,市立光復高中,新北市板橋區富貴里3鄰光環路一段7號,02-29582366,,298670.10000000,2767711.35000000,2024-12-26 09:28:17.233000
188,板橋區,完全中學,市立海山高中,新北市板橋區深丘里12鄰漢生東路215號,02-29517475,,297527.42000000,2766984.85000000,2024-12-26 09:28:17.233000
189,板橋區,完全中學,國立華僑高中,新北市板橋區浮洲里24鄰大觀路一段32號,02-29684131,,295178.38000000,2766686.57000000,2024-12-26 09:28:17.233000
190,金山區,完全中學,市立金山高中,新北市金山區美田里15鄰文化二路2號,02-24982028,,314175.35000000,2790814.48000000,2024-12-26 09:28:17.233000
191,貢寮區,完全中學,市立豐珠中學,新北市貢寮區美豐里12鄰雞母嶺街6-6號,02-24903727,,340952.50000000,2773369.88000000,2024-12-26 09:28:17.233000
192,淡水區,完全中學,市立竹圍高中,新北市淡水區八勢里2鄰竹林路35號,02-28091557,,296550.38000000,2782032.88000000,2024-12-26 09:28:17.233000
193,淡水區,完全中學,私立淡江高中,新北市淡水區文化里11鄰真理街26號,02-26203850,,293930.46000000,2785238.94000000,2024-12-26 09:28:17.233000
194,新店區,完全中學,市立安康高中,新北市新店區柴埕里30鄰安興路25號,02-22111743,,301991.53000000,2762422.47000000,2024-12-26 09:28:17.233000
195,新店區,完全中學,私立康橋國際學校秀岡校區,新北市新店區華城里13鄰華城路800號,02-22166000,,300285.16000000,2756005.58000000,2024-12-26 09:28:17.233000
196,新莊區,完全中學,市立丹鳳高中,新北市新莊區龍鳳里12鄰龍安路72號,02-29089627,,292001.04000000,2768189.60000000,2024-12-26 09:28:17.233000
197,新莊區,完全中學,私立恆毅高中,新北市新莊區立人里2鄰中正路108號,02-29923619,,295789.40000000,2769903.36000000,2024-12-26 09:28:17.233000
198,瑞芳區,完全中學,私立時雨中學,新北市瑞芳區銅山里12鄰祈堂路217號,02-24962217,,336330.06000000,2778108.11000000,2024-12-26 09:28:17.233000
199,瑞芳區,完全中學,私立時雨高中,新北市瑞芳區銅山里12鄰祈堂路217號,02-24962217,,336333.89000000,2778072.12000000,2024-12-26 09:28:17.233000
200,樹林區,完全中學,市立樹林高中,新北市樹林區和平里19鄰中華路8號,02-86852011,,292650.18000000,2763953.21000000,2024-12-26 09:28:17.233000
201,雙溪區,完全中學,市立雙溪高中,新北市雙溪區平林里1鄰梅竹蹊3號,02-24931028,,337119.83000000,2769930.06000000,2024-12-26 09:28:17.233000
202,蘆洲區,完全中學,市立三民高中,新北市蘆洲區保和里8鄰三民路96號,02-22894675,,297711.95000000,2775437.73000000,2024-12-26 09:28:17.233000
203,八里區,災害應變中心,新北市八里區公所,新北市八里區中山路二段356巷16號,02-26102621,,290958.00000000,2782887.00000000,2024-12-26 09:28:17.233000
204,三芝區,災害應變中心,新北市三芝區公所,新北市三芝區中山路一段32號,02-26362111,,300483.00000000,2794433.00000000,2024-12-26 09:28:17.233000
205,三重區,災害應變中心,新北市三重區公所,新北市三重區新北大道一段11號,02-29862345,,299286.00000000,2772643.00000000,2024-12-26 09:28:17.233000
206,三峽區,災害應變中心,新北市三峽區公所,新北市三峽區中山路17號,02-26711017,,287245.00000000,2758549.00000000,2024-12-26 09:28:17.233000
207,土城區,災害應變中心,新北市土城區公所,新北市土城區金城路一段101號,02-22732000,,294722.00000000,2762807.00000000,2024-12-26 09:28:17.233000
208,中和區,災害應變中心,新北市中和區公所,新北市中和區景平路634-2號,02-22482688,,300560.00000000,2765690.00000000,2024-12-26 09:28:17.233000
209,五股區,災害應變中心,新北市五股區公所,新北市五股區中興路四段50號,02-22916051,,294187.00000000,2775043.00000000,2024-12-26 09:28:17.233000
210,平溪區,災害應變中心,新北市平溪區公所,新北市平溪區平溪里平溪街45號,02-24951510,,324492.00000000,2768925.00000000,2024-12-26 09:28:17.233000
211,永和區,災害應變中心,新北市永和區公所,新北市永和區竹林路200號,02-29282828,,302526.00000000,2766891.00000000,2024-12-26 09:28:17.233000
212,石門區,災害應變中心,新北市石門區公所,新北市石門區 尖鹿里中山路66號,02-26381721,,307171.00000000,2798157.00000000,2024-12-26 09:28:17.233000
213,石碇區,災害應變中心,新北市石碇區公所,新北市石碇區碇坪路一段37號,02-26631080,,316425.00000000,2764992.00000000,2024-12-26 09:28:17.233000
214,汐止區,災害應變中心,新北市汐止區公所,新北市汐止區新台五路一段268號,02-26411111,,316490.00000000,2773007.00000000,2024-12-26 09:28:17.233000
215,坪林區,災害應變中心,新北市坪林區公所,新北市坪林區坪林街101號,02-26657251,,321875.00000000,2758901.00000000,2024-12-26 09:28:17.233000
216,林口區,災害應變中心,新北市林口區公所,新北市林口區仁愛路一段378號,02-26033111,,289211.00000000,2774332.00000000,2024-12-26 09:28:17.233000
217,板橋區,災害應變中心,新北市板橋區公所,新北市板橋區府中路30號,02-29686911,,296345.00000000,2766919.00000000,2024-12-26 09:28:17.233000
218,板橋區,災害應變中心,新北市政府,新北市板橋區中山路一段161號,02-29603456,,296992.00000000,2767210.00000000,2024-12-26 09:28:17.233000
219,金山區,災害應變中心,新北市金山區公所,新北市金山區中正路11號,02-24985965,,314140.00000000,2790544.00000000,2024-12-26 09:28:17.233000
220,泰山區,災害應變中心,新北市泰山區公所,新北市泰山區明志路一段322號,02-29099551,,293534.00000000,2772403.00000000,2024-12-26 09:28:17.233000
221,烏來區,災害應變中心,新北市烏來區公所,新北市烏來區忠治里新烏路5段111號,02-26616441,,305362.00000000,2751682.00000000,2024-12-26 09:28:17.233000
222,貢寮區,災害應變中心,新北市貢寮區公所,新北市貢寮區朝陽街54號,02-24941601,,341474.00000000,2768385.00000000,2024-12-26 09:28:17.233000
223,淡水區,災害應變中心,新北市淡水區公所,新北市淡水區中山北路二段375號,02-26221020,,294745.00000000,2786555.00000000,2024-12-26 09:28:17.233000
224,深坑區,災害應變中心,新北市深坑區公所,新北市深坑區深坑街10號,02-26623116,,312173.00000000,2766211.00000000,2024-12-26 09:28:17.233000
225,新店區,災害應變中心,新北市新店區公所,新北市新店區北新路一段86號8樓,02-29112281,,304706.00000000,2762295.00000000,2024-12-26 09:28:17.233000
226,新莊區,災害應變中心,新北市新莊區公所,新北市新莊區中正路176號,02-29929891,,295457.00000000,2769824.00000000,2024-12-26 09:28:17.233000
227,瑞芳區,災害應變中心,新北市瑞芳區公所,新北市瑞芳區逢甲路82號,02-24972250,,331670.00000000,2778069.00000000,2024-12-26 09:28:17.233000
228,萬里區,災害應變中心,新北市萬里區公所,新北市萬里區瑪鋉路123號,02-24922064,,319496.00000000,2785683.00000000,2024-12-26 09:28:17.233000
229,樹林區,災害應變中心,新北市樹林區公所,新北市樹林區鎮前街93號,02-26812106,,292858.00000000,2764723.00000000,2024-12-26 09:28:17.233000
230,雙溪區,災害應變中心,新北市雙溪區公所,新北市雙溪區共和里東榮街25號,02-24931111,,337367.00000000,2769793.00000000,2024-12-26 09:28:17.233000
231,蘆洲區,災害應變中心,新北市蘆洲區公所,新北市蘆洲區三民路95號,02-22811484,,297794.00000000,2775248.00000000,2024-12-26 09:28:17.233000
232,鶯歌區,災害應變中心,新北市鶯歌區公所,新北市鶯歌區仁愛路55號,02-26780202,,285766.00000000,2760950.00000000,2024-12-26 09:28:17.233000
233,八里區,防災公園,商港公園（防災公園）,新北市八里區商港一路與商港七路交會處,,,290166.00000000,2782388.00000000,2024-12-26 09:28:17.233000
234,三重區,防災公園,三重綜合運動場（防災公園）,新北市三重區中正北路2號,,,299433.00000000,2772772.00000000,2024-12-26 09:28:17.233000
235,三重區,防災公園,集賢環保公園（防災公園）,新北市三重區集賢路160號,,,299055.00000000,2775799.00000000,2024-12-26 09:28:17.233000
236,三峽區,防災公園,安溪國中（防災公園）,新北市三峽區大同路135號,,,287599.00000000,2757700.00000000,2024-12-26 09:28:17.233000
237,土城區,防災公園,土城綜合體育場（防災公園）,新北市土城區裕民路193-1號,,,296000.00000000,2764200.00000000,2024-12-26 09:28:17.233000
238,中和區,防災公園,中和823公園（防災公園）,新北市中和區中安街、安樂路間,,,301700.00000000,2765900.00000000,2024-12-26 09:28:17.233000
239,中和區,防災公園,錦和運動公園（防災公園）,新北市中和區錦和路350號（錦和路-和城路間）,,,299499.00000000,2765055.00000000,2024-12-26 09:28:17.233000
240,五股區,防災公園,體健公園（防災公園）,新北市五股區成泰路三段和成州八路交叉口,,,295700.00000000,2777433.00000000,2024-12-26 09:28:17.233000
241,永和區,防災公園,永和仁愛公園（防災公園）,新北市永和區仁愛路244-1號,,,301111.00000000,2767111.00000000,2024-12-26 09:28:17.233000
242,汐止區,防災公園,汐止綜合運動場（防災公園）,新北市汐止區忠孝東路9號,,,316433.00000000,2773166.00000000,2024-12-26 09:28:17.233000
243,林口區,防災公園,林口社區運動公園（防災公園）,新北市林口區文化一路與仁愛路交叉口,,,287966.00000000,2774080.00000000,2024-12-26 09:28:17.233000
244,板橋區,防災公園,板橋第一運動場（防災公園）,新北市板橋區漢生東路278號,,,297297.00000000,2767000.00000000,2024-12-26 09:28:17.233000
245,板橋區,防災公園,板橋第二運動場（防災公園）,新北市板橋區民權路117號,,,296200.00000000,2767400.00000000,2024-12-26 09:28:17.233000
246,板橋區,防災公園,浮洲運動公園（防災公園）,新北市板橋區僑中一街80巷、124巷20弄交叉口,,,295295.00000000,2767422.00000000,2024-12-26 09:28:17.233000
247,泰山區,防災公園,泰山體育場（防災公園）,新北市泰山區公園路52號,,,293233.00000000,2771977.00000000,2024-12-26 09:28:17.233000
248,淡水區,防災公園,公八公園（防災公園）,新北市淡水區中山北路二段381巷2號,,,294611.00000000,2786555.00000000,2024-12-26 09:28:17.233000
249,深坑區,防災公園,深坑國中（防災公園）,新北市深坑區文化街41號,,,312386.00000000,2765965.00000000,2024-12-26 09:28:17.233000
250,新店區,防災公園,太平運動公園（防災公園）,新北市新店區精忠路10-1號旁,,,303777.00000000,2761333.00000000,2024-12-26 09:28:17.233000
251,新莊區,防災公園,新莊體育場（防災公園）,新北市新莊區公園路11號,,,295250.00000000,2770233.00000000,2024-12-26 09:28:17.233000
252,新莊區,防災公園,頭前運動公園（防災公園）,新北市新莊區頭前路及頭成街交叉口,,,296665.00000000,2771617.00000000,2024-12-26 09:28:17.233000
253,瑞芳區,防災公園,瑞芳棒球場（防災公園）,新北市瑞芳區明燈路1段201巷（瑞柑陸橋與新柑橋間）,,,332600.00000000,2777822.00000000,2024-12-26 09:28:17.233000
254,樹林區,防災公園,樹林體育場（防災公園）,新北市樹林區水源街81號,,,293030.00000000,2763700.00000000,2024-12-26 09:28:17.233000
255,蘆洲區,防災公園,蘆洲柳堤公園（防災公園）,新北市蘆洲區光榮路及長樂路口,,,296699.00000000,2775655.00000000,2024-12-26 09:28:17.233000
